id	style	word	pronunciation
PLX:1PL.pro		εμείς	emis
PLX:1SG.pro		εγώ	eɣo
PLX:2PL.pro		εσείς	esis
PLX:2SG.pro		εσύ	esi
PLX:2SG.pro		σύ	si
PLX:3PL.pro		αυτοί	avti
PLX:3SG M.pro		αυτός	avtos
PLX:and.cnj		και	ce
PLX:because of.pp		για	ʝa
PLX:because of.pp		λόγω	loɣo
PLX:behind.pp		πίσω από	piso apo 
PLX:beside.pp		δίπλα σε	ðipla se
PLX:can.v		μπορώ	boro
PLX:can.v		ξέρω	ksero
PLX:die (from accident).V		πεθαίνω	peθeno
PLX:everywhere.pro		παντού	pandu
PLX:from here.adv		από δω	apo ðo
PLX:get sick.V		αρρωσταίνω	arrosteno
PLX:head hair.n		καιιηά
PLX:how many.pro		πόσος	posos
PLX:how.pro		πώς	pos
PLX:in front of.pp		μπροστά από	brosta apo
PLX:in front of.pp		μπροστά σε	brosta se
PLX:or.cnj		ή	i
PLX:that.pro		το	to
PLX:this.pro		αυτό	avto
PLX:under.pp		κάτω από	kato apo
PLX:under.pp		υπό	ipo
PLX:what.pro		τι	ti
PLX:where.pro		πού	pu
PLX:where_to.pro		για πού	ʝa pu
PLX:where_to.pro		πού	pu
PLX:who.pro		ποιος	pios
PLX:why.pro		γιατί	ʝati
PWN:abandon.v.01		εγκαταλείπω
PWN:abandon.v.02		εγκαταλείπω	eŋɡatalipo
PWN:abandon.v.04		εγκαταλείπω
PWN:abate.v.02		σταματώ
PWN:abdomen.n.01		κοιλιά	cilia
PWN:ability.n.01		ικανότητα
PWN:ability.n.02		δεξιότητα
PWN:ability.n.02		δυνατότητα
PWN:ability.n.02		επιτηδειότητα
PWN:ability.n.02		ικανότητα
PWN:abnormality.n.01		ανωμαλία
PWN:abort.v.01		εγκαταλείπω
PWN:abortion.n.01		άμβλωση
PWN:abortion.n.01		έκτρωση
PWN:about-face.n.02		αλλαγή
PWN:about-face.n.02		αλλαγή πολιτικής
PWN:about-face.n.02		μεταστροφή
PWN:above.r.02		επάνω	epano
PWN:above.r.02		πάνω	pano
PWN:abridge.v.01		μικραίνω
PWN:absence.n.02		απουσία
PWN:absent.a.01		απών
PWN:absorb.v.09		απασχολώ
PWN:absorb.v.09		απορροφώ
PWN:abstain.v.02		απέχω
PWN:abstain.v.02		αποφεύγω
PWN:abstain.v.02		εγκρατεύομαι
PWN:abstinence.n.02		αποχή
PWN:abstinence.n.02		εγκράτεια
PWN:abstractedness.n.01		απόσπαση
PWN:abstractedness.n.01		αφαίρεση
PWN:abstraction.n.01		αφηρημένη σκέψη
PWN:abstraction.n.06		αφηρημένη έννοια
PWN:absurdity.n.02		βλακεία
PWN:absurdity.n.02		ηλιθιότητα
PWN:absurdity.n.02		παραλογισμός
PWN:academic_administrator.n.01		ακαδημαικός διαχειριστής
PWN:academician.n.03		ακαδημαϊκός
PWN:accelerate.v.01		επιταχύνω
PWN:accept.v.01		αποδέχομαι
PWN:accept.v.02		αποδέχομαι
PWN:accept.v.03		συγκατατίθεμαι
PWN:accept.v.04		δέχομαι
PWN:accept.v.05		δέχομαι
PWN:accept.v.08		επιδέχομαι
PWN:accept.v.08		παίρνω
PWN:accept.v.09		λαμβάνω
PWN:accept.v.09		παίρνω
PWN:access.n.03		πρόσβαση
PWN:access.v.01		έχω πρόσβαση
PWN:accident.n.01		ατύχημα
PWN:accident.n.02		σύμπτωση
PWN:accompany.v.02		ακομπανιάρω
PWN:accompany.v.02		συνοδεύω
PWN:accompany.v.02		συνταξιδεύω
PWN:accompany.v.02		συντροφεύω
PWN:accomplishment.n.01		επίτευξη
PWN:account.v.02		λογαριάζω
PWN:acculturation.n.02		κουλτούρα
PWN:accumulate.v.02		επισσωρεύομαι
PWN:accumulate.v.02		συγκεντρώνω
PWN:accumulate.v.02		συσσωρεύομαι
PWN:accumulation.n.03		συσσώρευση
PWN:accumulation.n.04		επισώρευση
PWN:accumulation.n.04		συγκέντρωση
PWN:ace.n.03		αστέρι
PWN:ache.v.02		λαχταράω
PWN:ache.v.02		λαχταρώ
PWN:ache.v.02		ποθώ
PWN:achieve.v.01		κατορθώνω
PWN:acid.n.01		οξύ
PWN:acknowledgment.n.03		αναγνώριση
PWN:acme.n.01		ακμή
PWN:acme.n.01		κορυφή
PWN:acorn.n.01		βελανίδι
PWN:acquaintance.n.03		γνωριμία
PWN:acquire.v.05		κερδίζω
PWN:acquiring.n.01		απόκτηση
PWN:acquisition.n.02		κατάκτηση
PWN:acquit.v.01		αθωώνω
PWN:acquit.v.01		απαλλάσσω
PWN:act.n.01		θεσμοθέτηση
PWN:act.n.02		δράση
PWN:act.n.02		πράξη
PWN:act.n.04		θεατρικό νούμερο
PWN:act.n.04		πράξη
PWN:act.v.01		ενεργώ
PWN:act.v.02		κάνω	kano
PWN:act.v.02		συμπεριφέρομαι
PWN:act.v.03		παίζω
PWN:act_involuntarily.v.01		δρω ακούσια
PWN:act_of_god.n.01		δύναμη
PWN:acting.n.01		ηθοποιία
PWN:acting.n.01		υποκριτική
PWN:actinic_radiation.n.01		ακτινοβολία
PWN:action.n.01		πράξη
PWN:action.n.02		ενέργεια
PWN:active.a.06		ενεργητικός
PWN:active.a.07		ενεργός
PWN:activeness.n.02		δραστηριότητα
PWN:activeness.n.02		ενεργητικότητα
PWN:activity.n.01		δραστηριότητα
PWN:actor.n.01		ηθοποιός
PWN:actor.n.01		θεατρίνος
PWN:actuality.n.01		πραγματικότητα
PWN:acute.s.02		έντονος
PWN:ad.n.01		διαφήμιση
PWN:adapt.v.01		εξοικειώνομαι
PWN:adapt.v.01		προσαρμόζομαι
PWN:add.v.01		προσθέτω	prosθeto
PWN:addition.n.01		βελτιωτής
PWN:addition.n.01		προσθήκη
PWN:addition.n.03		άθροιση
PWN:address.n.02		έδρα
PWN:address.n.02		διεύθυνση
PWN:address.n.03		λόγος	loɣos
PWN:address.n.03		ομιλία	omilia
PWN:address.v.01		απευθύνομαι
PWN:address.v.09		απευθύνομαι
PWN:address.v.09		αποτείνομαι
PWN:adhere.v.06		προσφύομαι
PWN:adhesive_material.n.01		συγκολλητικό υλικό
PWN:adjudicator.n.01		δικαστής
PWN:adjust.v.01		ρυθμίζω
PWN:adjustment.n.03		ξαναρύθμιση
PWN:adjustment.n.03		ρύθμιση
PWN:administer.v.01		διοικώ
